dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
LwMHVYBkzx9,202201,FuaPeRISYBk,Q29KLru4s67,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-10T12:51:10.276+0000,,false
LwMHVYBkzx9,202201,a8uXeqmtFD9,Q29KLru4s67,Lf2Axb9E6B4,50,hmis.amucu,2022-02-11T08:09:52.408+0000,,false
LwMHVYBkzx9,202201,jcEuyATQbMK,Q29KLru4s67,Lf2Axb9E6B4,47,hmis.stclaire,2022-02-16T02:43:59.479+0000,,false
a3dXGbUg8HC,202201,jcEuyATQbMK,Q29KLru4s67,Lf2Axb9E6B4,2,hmis.stclaire,2022-02-16T05:47:22.357+0000,,false
LwMHVYBkzx9,202201,N8L6gKVGOCM,Q29KLru4s67,Lf2Axb9E6B4,3,hmis.amucu,2022-02-07T10:38:34.962+0000,,false
LwMHVYBkzx9,202201,yZP0DwhrfR8,Q29KLru4s67,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-11T09:29:48.959+0000,,false
wUDxFVBapIc,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:29.260+0000,,false
SPADxEItrIQ,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:51:24.526+0000,,false
LR8778hLH8U,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,38,hmis.amuria1,2022-02-17T08:49:25.025+0000,,false
PgLUhukgbZu,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:52:22.113+0000,,false
LiSyn6bblsc,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-17T08:48:17.270+0000,,false
FPXwKGEV96K,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-17T08:49:03.724+0000,,false
sv6SeKroHPV,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,103,hmis.amuria1,2022-02-17T08:46:10.163+0000,,false
D9A0afrTYPw,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:11.685+0000,,false
y6ofkvr4JP8,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:49:55.959+0000,,false
eJ6uwSt5TEp,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,19,hmis.amuria1,2022-02-17T08:55:02.536+0000,,false
ywfVj7F30Ts,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:49:40.230+0000,,false
USDfyVr5d8d,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-17T08:52:54.490+0000,,false
JhvC7ZR9hUe,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,102,hmis.amuria1,2022-02-17T08:47:05.678+0000,,false
QHnwKs2OUZv,202201,yV1l7X3U9ZG,Crc5reUlspd,Lf2Axb9E6B4,50,hmis.amuria1,2022-02-17T08:47:41.678+0000,,false
wUDxFVBapIc,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:52:32.577+0000,,false
SPADxEItrIQ,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:02:37.604+0000,,false
WIJ0fbjLIJh,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:56:40.494+0000,,false
LR8778hLH8U,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,1,Sorotiprisons.hcIII0002,2022-02-04T05:58:14.070+0000,,false
Rw3b8mGkyfh,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:01:25.942+0000,,false
iOfjzBlv7TQ,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:10:20.587+0000,,false
Kn8xMo3kffA,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:09:34.696+0000,,false
npIzs2n622e,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:06:46.688+0000,,false
LiSyn6bblsc,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,1,Sorotiprisons.hcIII0002,2022-02-04T05:55:15.956+0000,,false
sv6SeKroHPV,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,3,Sorotiprisons.hcIII0002,2022-02-04T05:47:28.586+0000,,false
D9A0afrTYPw,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:51:37.584+0000,,false
sQ4EexvvhVe,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:48:06.207+0000,,false
y6ofkvr4JP8,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:59:01.387+0000,,false
eJ6uwSt5TEp,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:14:39.945+0000,,false
JHOU1uXweoP,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T06:04:28.713+0000,,false
JhvC7ZR9hUe,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,3,Sorotiprisons.hcIII0002,2022-02-04T05:50:59.037+0000,,false
QHnwKs2OUZv,202201,cd8AJF2SV0o,Crc5reUlspd,Lf2Axb9E6B4,0,Sorotiprisons.hcIII0002,2022-02-04T05:53:42.851+0000,,false
wUDxFVBapIc,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,24,hmis.orungo,2022-02-14T11:18:00.084+0000,,false
WIJ0fbjLIJh,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:19:20.969+0000,,false
LR8778hLH8U,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,4,hmis.orungo,2022-02-14T11:20:04.369+0000,,false
aU0n2RXwQJC,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:16:57.238+0000,,false
LiSyn6bblsc,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.orungo,2022-02-14T11:18:46.288+0000,,false
sv6SeKroHPV,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,36,hmis.orungo,2022-02-14T11:16:29.846+0000,,false
D9A0afrTYPw,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,24,hmis.orungo,2022-02-14T11:17:45.422+0000,,false
sQ4EexvvhVe,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-14T11:16:27.485+0000,,false
eJ6uwSt5TEp,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,11,hmis.orungo,2022-02-14T11:28:42.064+0000,,false
JhvC7ZR9hUe,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,61,hmis.orungo,2022-02-14T11:17:25.878+0000,,false
QHnwKs2OUZv,202201,WmoemTft5Bj,Crc5reUlspd,Lf2Axb9E6B4,24,hmis.orungo,2022-02-14T11:18:13.584+0000,,false
WIJ0fbjLIJh,202201,M864p5iRGub,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:06:50.665+0000,,false
LR8778hLH8U,202201,M864p5iRGub,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.adakun,2022-02-04T11:07:47.050+0000,,false
sv6SeKroHPV,202201,M864p5iRGub,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.adakun,2022-02-04T11:02:25.883+0000,,false
wUDxFVBapIc,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.stmichael,2022-02-07T13:04:26.031+0000,,false
LR8778hLH8U,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.stmichael,2022-02-07T13:05:33.899+0000,,false
aU0n2RXwQJC,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.stmichael,2022-02-07T13:04:15.251+0000,,false
sv6SeKroHPV,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,24,hmis.stmichael,2022-02-07T13:04:14.023+0000,,false
D9A0afrTYPw,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.stmichael,2022-02-07T13:04:21.346+0000,,false
JhvC7ZR9hUe,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,22,hmis.stmichael,2022-02-07T13:04:17.264+0000,,false
QHnwKs2OUZv,202201,AECp7SuwokS,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.stmichael,2022-02-07T13:04:28.303+0000,,false
wUDxFVBapIc,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,14,hmis.morungatuny,2022-02-11T07:49:41.637+0000,,false
LR8778hLH8U,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.morungatuny,2022-02-11T08:01:20.676+0000,,false
sP8arX9aDLp,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.morungatuny,2022-02-11T12:15:42.095+0000,,false
FPXwKGEV96K,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.morungatuny,2022-02-11T07:59:24.444+0000,,false
sv6SeKroHPV,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.morungatuny,2022-02-11T07:45:18.688+0000,,false
D9A0afrTYPw,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,14,hmis.morungatuny,2022-02-11T07:48:51.818+0000,,false
uqferbMcOHI,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.morungatuny,2022-02-11T08:10:30.036+0000,,false
P6HSldZtd8j,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.morungatuny,2022-02-11T08:15:36.037+0000,,false
JhvC7ZR9hUe,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.morungatuny,2022-02-11T07:47:57.985+0000,,false
QHnwKs2OUZv,202201,dmsWl4MpI5p,Crc5reUlspd,Lf2Axb9E6B4,14,hmis.morungatuny,2022-02-11T07:50:27.408+0000,,false
wUDxFVBapIc,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,31,hmis.amuria1,2022-02-11T07:00:43.367+0000,,false
SPADxEItrIQ,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T07:04:22.120+0000,,false
WIJ0fbjLIJh,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-11T07:02:00.803+0000,,false
LR8778hLH8U,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.amuria1,2022-02-11T07:02:37.756+0000,,false
Rw3b8mGkyfh,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T07:03:59.393+0000,,false
LiSyn6bblsc,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T07:01:20.499+0000,,false
FPXwKGEV96K,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-11T07:02:13.662+0000,,false
sv6SeKroHPV,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,55,hmis.amuria1,2022-02-11T06:58:20.491+0000,,false
D9A0afrTYPw,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,31,hmis.amuria1,2022-02-11T07:00:28.683+0000,,false
y6ofkvr4JP8,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-11T07:03:19.532+0000,,false
eJ6uwSt5TEp,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.amuria1,2022-02-11T07:09:07.531+0000,,false
JhvC7ZR9hUe,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,43,hmis.amuria1,2022-02-11T07:00:04.541+0000,,false
QHnwKs2OUZv,202201,kwd5xyrWwvO,Crc5reUlspd,Lf2Axb9E6B4,31,hmis.amuria1,2022-02-11T07:00:56.197+0000,,false
wUDxFVBapIc,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,56,hmis.abarilela,2022-02-09T10:35:20.791+0000,,false
LR8778hLH8U,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,19,hmis.abarilela,2022-02-09T10:37:40.786+0000,,false
LiSyn6bblsc,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T10:36:17.875+0000,,false
FPXwKGEV96K,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,8,hmis.abarilela,2022-02-09T10:37:17.243+0000,,false
sv6SeKroHPV,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,70,hmis.abarilela,2022-02-09T10:33:25.881+0000,,false
D9A0afrTYPw,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,56,hmis.abarilela,2022-02-09T10:34:57.432+0000,,false
JhvC7ZR9hUe,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,67,hmis.abarilela,2022-02-09T10:34:29.487+0000,,false
QHnwKs2OUZv,202201,VVGxBCCP2jE,Crc5reUlspd,Lf2Axb9E6B4,56,hmis.abarilela,2022-02-09T10:35:39.741+0000,,false
wUDxFVBapIc,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,41,hmis.morungatuny,2022-02-11T15:02:41.723+0000,,false
LR8778hLH8U,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,8,hmis.morungatuny,2022-02-11T15:07:23.251+0000,,false
Rw3b8mGkyfh,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.morungatuny,2022-02-11T15:10:52.859+0000,,false
FPXwKGEV96K,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,11,hmis.morungatuny,2022-02-11T15:06:28.647+0000,,false
sv6SeKroHPV,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,55,hmis.morungatuny,2022-02-11T14:59:23.200+0000,,false
D9A0afrTYPw,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,41,hmis.morungatuny,2022-02-11T15:02:07.466+0000,,false
sQ4EexvvhVe,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.morungatuny,2022-02-11T14:59:54.872+0000,,false
JhvC7ZR9hUe,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,50,hmis.morungatuny,2022-02-11T15:01:09.041+0000,,false
QHnwKs2OUZv,202201,FxdgLy07xN4,Crc5reUlspd,Lf2Axb9E6B4,41,hmis.morungatuny,2022-02-11T15:03:07.352+0000,,false
wUDxFVBapIc,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:30:56.775+0000,,false
WIJ0fbjLIJh,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:31:56.304+0000,,false
LR8778hLH8U,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-07T12:32:49.789+0000,,false
LiSyn6bblsc,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-07T12:31:33.904+0000,,false
FPXwKGEV96K,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-07T12:32:24.132+0000,,false
sv6SeKroHPV,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,4,hmis.orungo,2022-02-07T12:29:48.849+0000,,false
D9A0afrTYPw,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:30:41.085+0000,,false
y6ofkvr4JP8,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.orungo,2022-02-07T12:33:13.994+0000,,false
JhvC7ZR9hUe,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:30:25.961+0000,,false
QHnwKs2OUZv,202201,RUGDBdVZ6oS,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.orungo,2022-02-07T12:31:04.794+0000,,false
O7du4F9jOVw,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:36:25.621+0000,,false
bRYoCXTmJCB,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:36:09.436+0000,,false
d4LbA3iyebD,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:35:01.066+0000,,false
gN26QajXn26,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:28:00.210+0000,,false
wUDxFVBapIc,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.amuria1,2022-02-08T09:23:11.450+0000,,false
WIJ0fbjLIJh,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-08T09:26:01.975+0000,,false
LR8778hLH8U,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,11,hmis.amuria1,2022-02-08T09:27:03.833+0000,,false
Rw3b8mGkyfh,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:29:08.387+0000,,false
PgLUhukgbZu,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:31:25.446+0000,,false
P2wDiYT9Ldr,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:31:09.723+0000,,false
wPvAkvR4dzH,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:36:55.716+0000,,false
OaRxaiaFBsA,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:31:47.924+0000,,false
Ltid4SErX2z,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:34:10.182+0000,,false
EeUWzpLdAcO,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-08T09:28:29.641+0000,,false
aU0n2RXwQJC,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:21:31.887+0000,,false
LiSyn6bblsc,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-08T09:24:43.246+0000,,false
vC9pW0FEvd2,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:21:11.483+0000,,false
FPXwKGEV96K,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:26:12.770+0000,,false
sv6SeKroHPV,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-08T09:20:45.288+0000,,false
D9A0afrTYPw,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.amuria1,2022-02-08T09:22:46.530+0000,,false
MxD5pnf5rVM,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:25:15.219+0000,,false
sQ4EexvvhVe,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:21:02.575+0000,,false
y6ofkvr4JP8,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:27:35.473+0000,,false
p9EPi77rptk,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:29:46.495+0000,,false
pcMUBDYvP6F,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:38:33.663+0000,,false
uqferbMcOHI,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:30:38.227+0000,,false
kY9yLRb9w5e,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-08T09:29:35.291+0000,,false
eJ6uwSt5TEp,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-08T09:38:25.991+0000,,false
P6HSldZtd8j,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:32:25.088+0000,,false
USDfyVr5d8d,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-08T09:33:11.711+0000,,false
JhvC7ZR9hUe,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-08T09:22:04.457+0000,,false
QHnwKs2OUZv,202201,wz2IJXrulbx,Crc5reUlspd,Lf2Axb9E6B4,16,hmis.amuria1,2022-02-08T09:23:52.062+0000,,false
wUDxFVBapIc,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-11T05:41:04.025+0000,,false
WIJ0fbjLIJh,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T05:41:06.501+0000,,false
LR8778hLH8U,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T05:41:07.894+0000,,false
sv6SeKroHPV,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,54,hmis.amuria1,2022-02-11T05:40:59.566+0000,,false
D9A0afrTYPw,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-11T05:41:02.676+0000,,false
eJ6uwSt5TEp,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,5,hmis.amuria1,2022-02-11T05:45:25.313+0000,,false
JhvC7ZR9hUe,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,51,hmis.amuria1,2022-02-11T05:41:01.419+0000,,false
QHnwKs2OUZv,202201,ZoRb6AcV4MY,Crc5reUlspd,Lf2Axb9E6B4,34,hmis.amuria1,2022-02-11T05:41:05.381+0000,,false
wUDxFVBapIc,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,13,hmis.ongutoi,2022-02-17T04:44:30.230+0000,,false
WIJ0fbjLIJh,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:46:50.273+0000,,false
LR8778hLH8U,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,3,hmis.ongutoi,2022-02-17T04:47:39.763+0000,,false
sP8arX9aDLp,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.ongutoi,2022-02-17T04:52:53.130+0000,,false
FPXwKGEV96K,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:47:05.108+0000,,false
sv6SeKroHPV,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,19,hmis.ongutoi,2022-02-17T04:42:21.100+0000,,false
D9A0afrTYPw,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,13,hmis.ongutoi,2022-02-17T04:44:07.127+0000,,false
eJ6uwSt5TEp,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.ongutoi,2022-02-17T04:51:47.522+0000,,false
JhvC7ZR9hUe,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,19,hmis.ongutoi,2022-02-17T04:43:30.048+0000,,false
QHnwKs2OUZv,202201,l5C1tkKf11K,Crc5reUlspd,Lf2Axb9E6B4,13,hmis.ongutoi,2022-02-17T04:45:09.290+0000,,false
wUDxFVBapIc,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,45,hmis.abarilela,2022-02-09T12:13:24.910+0000,,false
SPADxEItrIQ,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:17:29.943+0000,,false
LR8778hLH8U,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,17,hmis.abarilela,2022-02-09T12:15:45.049+0000,,false
MvVq34jGsmP,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:16:31.219+0000,,false
OaRxaiaFBsA,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:19:00.733+0000,,false
LiSyn6bblsc,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:14:22.198+0000,,false
FPXwKGEV96K,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,4,hmis.abarilela,2022-02-09T12:15:21.781+0000,,false
sv6SeKroHPV,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,73,hmis.abarilela,2022-02-09T12:11:50.564+0000,,false
D9A0afrTYPw,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,45,hmis.abarilela,2022-02-09T12:13:05.983+0000,,false
uqferbMcOHI,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:18:13.675+0000,,false
eJ6uwSt5TEp,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T12:22:10.266+0000,,false
P6HSldZtd8j,202201,IswqGyDbcgm,Crc5reUlspd,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:19:36.926+0000,,false
